,amount virgin,amount recyclate high,amount recyclate low,amount reused parts,amount standard parts,cars in garage,amount leakage,price virgin,price recyclate
0,3091.7077730491865,184.29222695081364,0.0,310,3690,181,0.0,3.2603428700615904,2.607832417785823
1,3331.47372846211,192.52627153788876,0.0,316,3408,50,0.0,3.821697862235592,2.5401605553241438
2,3487.2222529883124,252.77774701168883,0.0,283,3485,7,0.0,4.235875642818843,2.7587674419014854
3,3468.037400683777,251.96259931622942,0.0,258,3462,0,0.0,4.7410955344674575,3.143885716658395
4,3349.212665535597,278.7873344644037,0.0,275,3477,31,0.0,5.979154362917774,3.3097709457813282
5,3061.525319055364,334.4746809446323,0.0,296,3416,79,0.0,7.953804884395322,3.956833944592899
6,3179.322950805194,496.67704919479695,0.0,308,3408,10,0.0,9.168003991542557,3.028943435675073
7,2987.432814704798,572.5671852951948,0.0,349,3359,37,0.0,9.637884836949091,3.286858316533683
8,2855.5321344699028,464.4678655300998,0.0,365,3379,106,0.0,9.04399745131297,2.812130154850135
9,2989.497925199766,714.502074800202,0.0,367,3337,0,0.0,13.264804189518733,2.345942080219057
10,2901.9730290967113,846.026970903243,0.0,345,3403,0,0.0,12.045252791798525,2.1323194923005038
11,2742.336692918886,769.6633070810722,0.0,403,3321,53,0.0,11.545722732769073,2.1030749013277155
12,2901.3958429750132,846.6041570249274,0.0,391,3357,0,0.0,10.634003928717233,2.2229271419687864
13,2849.0614153149713,966.9385846849657,0.0,376,3440,0,0.0,11.036972842029177,2.38590317050599
14,2639.4707437710035,852.5292562289394,0.0,364,3388,65,0.0,11.400228255611111,2.52207242651263
15,2759.8758546618924,1024.124145338061,0.0,385,3399,0,0.0,11.547062680646967,2.209936502125265
16,2645.3685526067216,1098.6314473932375,0.0,354,3426,9,0.0,13.104783836943882,2.2279741859618154
17,2506.772881751262,1149.2271182487082,0.0,311,3565,55,0.0,11.081969053524405,2.201529477069362
18,2584.416992494931,1287.5830075050433,0.0,287,3585,0,0.0,10.446543873296715,2.093799667357588
19,2559.953542225379,1336.0464577745854,0.0,277,3619,0,0.0,8.963618694521378,2.4023795255481746
20,2510.0854757059296,1377.914524294024,0.0,256,3632,0,0.0,9.771356144737718,2.546845098690402
21,2428.6782007144957,1411.3217992854754,0.0,248,3592,0,0.0,11.682474247523706,2.6270455351380493
22,2428.1526033590176,1439.8473966409526,0.0,239,3629,0,0.0,13.70030363011936,2.5516657658748954
23,2266.429176944697,1369.5708230552693,0.0,294,3554,53,0.0,14.301686799844125,2.8162063276451526
24,2353.5634483752156,1498.4365516247738,0.0,276,3576,0,0.0,13.980631210446857,3.7958806534796827
25,2302.651284246379,1517.348715753615,0.0,269,3551,0,0.0,14.055483535621335,4.551252551237098
26,2280.232311432845,1535.767688567158,0.0,256,3560,0,0.0,16.110186662841198,4.191007879382897
27,2266.192283509807,1549.8077164902013,0.0,256,3560,0,0.0,16.158660864826533,3.7907274745038837
28,2222.9849391123394,1569.0150608876593,0.0,250,3542,0,0.0,17.789207551279116,4.078181062839094
29,2191.9121644814363,1584.0878355185628,0.0,234,3542,0,0.0,21.52263857131175,4.373139765010047
30,2194.1205518325933,1621.8794481674072,0.0,234,3582,0,0.0,21.778008855868986,2.637326184121735
31,2117.831643968038,1598.1683560319602,0.0,230,3486,0,0.0,22.80797722108795,1.7747505984997796
32,2130.5437074575093,1629.4562925424918,0.0,220,3572,8,0.0,25.67983196677137,1.5991283983930784
33,2147.8462297920237,1660.15377020798,0.0,234,3574,0,0.0,26.43271113521837,2.0239553856535526
34,2117.2954263153856,1658.7045736846167,0.0,241,3535,0,0.0,27.053638094233985,2.4656447766762972
35,2120.360936143668,1663.6390638563319,0.0,244,3540,0,0.0,31.719022203974237,2.2400116278891646
36,2157.9810256640203,1698.0189743359913,0.0,271,3585,0,0.0,26.120424816443727,2.3124455360383513
37,2151.20784639036,1652.7921536096505,0.0,279,3525,0,0.0,25.835616209444385,3.861156611901764
38,2160.5272832579,1671.4727167421152,0.0,284,3548,0,0.0,27.919534761358307,3.9430552400176473
39,2178.952941991358,1685.0470580086553,0.0,280,3584,0,0.0,38.387850899855096,3.852754052012743
40,2165.290178185448,1682.7098218145654,0.0,282,3566,0,0.0,43.00862461875057,3.9190440604144463
41,2170.746696021911,1677.253303978105,0.0,292,3556,0,0.0,31.567068087663838,4.286474503421642
