,amount virgin,amount recyclate high,amount recyclate low,amount reused parts,amount standard parts,cars in garage,amount leakage,price virgin,price recyclate
0,3050.2302271929134,181.76977280708942,0.0,279,3721,192,0.0,3.6836594293832943,2.356922696447478
1,3301.0568173180695,190.94318268192995,0.0,286,3394,47,0.0,4.311824225058092,2.499038530499816
2,3560.0406032228966,199.95939677710658,0.0,264,3512,4,0.0,5.085686678619265,2.5015699793007093
3,3534.0272996136705,197.97270038633326,0.0,314,3446,7,0.0,5.804673534039094,2.492000395234686
4,3338.792305010796,173.20769498920706,0.0,335,3393,54,0.0,6.0143603658459535,2.5638500399951973
5,3565.0363981244145,170.9636018755897,0.0,364,3372,0,0.0,7.973209874472919,2.469093312766539
6,3497.533683322612,166.46631667739064,0.0,333,3387,14,0.0,9.532285376617123,2.5782962234221536
7,3529.2668479104113,150.73315208959113,0.0,352,3376,12,0.0,11.879434254973754,2.6194726810344324
8,3404.0330520368707,131.96694796313352,0.0,372,3288,31,0.0,11.365337946345008,2.6258017534842155
9,3624.159191354976,119.84080864502846,0.0,378,3366,0,0.0,12.171806287434707,2.659384646299856
10,3627.9622165549963,120.03778344500857,0.0,379,3369,0,0.0,14.407559484287361,2.5547132603928993
11,3504.517679537235,103.4823204627694,0.0,354,3398,36,0.0,14.339200063807235,2.568659936675184
12,3630.2963834166026,93.70361658340227,0.0,361,3383,5,0.0,13.405636141462006,2.41741584610054
13,3568.902795912982,83.09720408702212,0.0,354,3378,20,0.0,15.735236409839287,2.5184454481349228
14,3623.131926149995,68.86807385000976,0.0,321,3403,8,0.0,13.329978914272942,2.4057074075001754
15,3671.0406844908784,60.9593155091265,0.0,336,3492,24,0.0,15.826038007758518,2.4215749531634163
16,3565.4171201907984,54.582879809202375,0.0,383,3445,52,0.0,17.856843329153353,2.559293621067474
17,3774.6034777621335,49.39652223786754,0.0,384,3500,15,0.0,19.813990744825723,2.4165155037795056
18,3831.4802898379717,44.51971016203084,0.0,368,3508,0,0.0,17.636845586179533,2.5520653094522054
19,3829.8604226283924,38.139577371608546,0.0,337,3531,0,0.0,20.384531360688985,2.448913813662415
20,3804.46442003367,31.53557996632882,0.0,302,3534,0,0.0,21.38683433330267,2.4786552636638675
21,3818.569969412796,25.430030587202413,0.0,263,3581,0,0.0,20.107861379740754,2.2412220916259846
