,amount virgin,amount recyclate high,amount recyclate low,amount reused parts,amount standard parts,cars in garage,amount leakage,price virgin,price recyclate
0,3076.664036558007,183.3359634420007,0.0,296,3704,185,0.0,3.297883949919368,2.8612593223872667
1,3288.1603656316124,193.90893453366212,9.93069983472584,295,3369,43,0.0,3.932663745480719,3.0041248523736357
2,3576.8653618176327,241.2039383476501,9.93069983472584,276,3552,0,0.0,4.321022959075161,3.7039283907748604
3,3480.3712521062967,241.9093395448247,9.71940834888061,312,3428,2,0.0,4.261010010218177,4.200443545109101
4,3373.683853624423,226.4983613993026,7.817784976273539,328,3416,34,0.0,4.435414147478137,4.196900622897874
5,3445.196529572301,270.5631024797294,8.240367947964,359,3381,4,0.633874457535692,5.4149705646103925,5.399068938543842
6,3246.623170532827,378.6155019201087,6.761327547047385,369,3323,15,0.4225829716904614,5.861883319314056,6.499385374341706
7,3155.802873594728,510.06967331577084,6.127453089511692,381,3291,0,0.4225829716904614,5.307471212690706,5.276218858706416
8,2980.5671934669444,614.3618108727889,5.070995660285538,386,3326,28,0.4225829716904614,6.608397044640559,4.957614564102901
9,2689.791085331139,633.1379190085837,5.070995660285538,399,3373,111,0.2112914858452307,8.797176052214676,4.647917223138783
10,2790.737778594715,833.0363916883704,4.225829716904615,397,3303,18,0.0,11.063522401786713,5.3141492921166655
11,2473.684333530359,842.9350026961208,3.3806637735236915,400,3280,90,0.633874457535692,11.544668461331199,5.1238117240726435
12,2534.446852876393,1030.5950663217857,2.95808080183323,397,3327,39,0.4225829716904614,11.224597825698666,4.4380667387084545
13,2174.057023677768,971.8300614637795,2.1129148584523065,404,3364,155,0.0,10.944430316718078,6.152861194641396
14,2436.5867976665527,1257.5115789608478,1.901623372607076,379,3405,22,0.0,12.745077869887824,4.678961743956231
15,2453.4035672753093,1392.9061008379456,1.6903318867618453,380,3468,0,0.0,15.063921097016893,5.644301415430519
16,2331.528487724802,1406.992471874292,1.4790404009166147,361,3519,35,0.0,15.123322975776597,5.42319983704663
17,2330.521957642606,1499.7877104706415,1.6903318867618453,323,3509,0,0.0,13.452665968451221,4.183122102563601
18,2319.7754744147674,1550.9567766701714,1.267748915071384,300,3572,0,0.2112914858452307,15.83004968163388,4.819470051657099
19,2313.588328547284,1605.3552140235008,1.0564574292261535,279,3641,0,0.2112914858452307,13.851818576297873,5.974861282999553
20,2271.0978549240663,1632.0569791325618,0.8451659433809228,256,3648,0,0.0,12.508995990250037,5.054380580783466
21,2240.350013622024,1642.804820434594,0.8451659433809228,240,3684,10,0.4225829716904614,13.616015209271438,7.668542755345094
22,2212.378087774868,1666.9880377675984,0.633874457535692,206,3674,0,0.0,15.591136306259088,8.993579572927228
23,2203.711528400349,1687.654597142112,0.633874457535692,188,3704,0,0.0,15.11608595286882,10.087896615399014
24,2134.399341211518,1660.9667843309383,0.633874457535692,172,3624,0,0.0,14.571954481462456,12.268501836903024
25,2124.4146050215895,1682.9515205208643,0.633874457535692,156,3652,0,0.0,16.406002379530474,16.054390160537867
26,1819.1758451600317,1448.4015718682704,0.4225829716904614,178,3586,124,0.0,16.266765064839866,24.468577053511446
27,2053.383966759828,1615.0213084272063,47.59472481295702,181,3603,17,0.0,15.173784906935749,39.35754556568804
28,1793.0796153344538,1387.4464067664621,71.4739778990716,216,3628,148,0.0,14.800250787812608,33.711433006886395
29,1447.7714070141126,1124.1193773640318,52.10921562185087,253,3567,299,0.0,15.32475091288908,43.14499563376113
30,2120.297014482019,1624.384325001296,75.31866051667112,235,3585,0,0.0,17.10534498832449,53.57424189255284
31,2007.6963883177373,1528.376314795937,75.92729688630708,238,3590,54,1.6598204294087595,17.496808095312375,60.29188802737481
32,1928.3002982492187,1464.1765031497778,71.52319860098628,232,3628,99,0.24697326276374898,18.827495859985728,54.065682384547394
33,2104.4700860028865,1594.509841294523,73.02007270257444,231,3541,0,0.8924321984647613,21.002614553031993,60.17361303720932
34,2114.663702270591,1601.017191120203,68.3191066091884,222,3562,0,0.9278915269059705,20.8713471828689,52.173058737369345
35,2123.713864874324,1615.9869504024455,64.29918472321006,240,3564,0,0.44212573328107796,20.27522144898818,59.39960333161985
36,2100.78518448987,1576.5830697764102,82.63174573370617,257,3503,0,2.0473889696126295,22.765979526330103,56.97061839284079
37,2101.7363403311388,1534.947841946495,127.31581772236046,261,3503,0,2.0532526129222526,24.413261712543186,74.74943399724269
38,2134.186811982748,1522.2953287819655,163.51785923528067,261,3559,0,3.1962464498808427,26.894164186951496,78.77589710208115
39,2131.8582246438523,1519.4241434819726,176.71763187417372,268,3560,0,4.519513075880118,35.042273516183634,91.37541969919441
40,2180.547609623991,1474.460706766072,160.99168360994062,255,3561,0,2.442741932073315,39.2566523166825,102.45045841109514
41,2259.4945593704333,1417.6059040490077,146.89953658056916,247,3577,0,3.825548830384377,37.84205694983562,100.45167423788196
42,2329.4636438140633,1346.8924936884873,151.64386249745493,262,3566,0,4.925871669134203,43.02210749634427,98.3068935222893
43,2409.647649722261,1241.2393283444378,173.1130219333164,264,3560,0,3.40193376392532,53.44009143952456,103.45415783269084
44,2480.4151386137846,1184.6876001997418,158.89726118649696,262,3562,0,2.464332661070316,59.75578268185188,108.89855721422836
45,2592.610235568781,1137.2390289675752,142.15073546367947,255,3617,0,2.882634253933727,42.74040407302732,151.6967250012918
46,2646.7178909266354,1075.0286288077923,130.25348026560997,261,3591,0,3.514118919940712,46.35635583220269,237.80336297558483
47,2722.7048542004386,1015.3689629710199,117.92618282858867,259,3597,0,3.0991965764783957,46.52601344981795,297.64921990379366
48,2762.925610332858,947.7905378726261,105.28385179456619,237,3579,0,2.590152278974628,47.91532290103569,296.39389158565854
49,2842.187256577405,911.9076330210619,89.90511040157267,221,3623,0,2.8277725816359487,43.835119752006115,278.5555338569478
0,3087.9281962041214,184.07180379588195,0.0,295,3705,182,0.0,3.5919865592082885,2.482948830390871
1,3217.425710322165,186.57428967784494,0.0,296,3332,56,0.0,5.1866445527898195,2.7599179448498514
2,3569.141155749723,241.1218494004108,1.7369948498681609,269,3543,0,0.0,5.1348772525016635,3.278701146708613
3,3482.5612404600442,247.70176469008888,1.7369948498681609,309,3483,15,0.0,6.830280863370134,3.449238593923896
4,3469.717221411787,272.545783738339,1.7369948498681609,333,3411,0,0.0,8.090103485463777,3.6190659029978445
5,3396.0367257553107,354.4434037510362,1.5198704936346408,342,3410,0,0.0,9.519226668833618,3.375980793885102
6,3224.1669881408666,458.31314136549713,1.5198704936346408,360,3332,2,0.2171243562335201,12.472478886909144,3.6246868668987435
7,3053.9042200764648,552.5759094298909,1.5198704936346408,383,3309,21,0.0,11.717213037397102,3.749273034820694
8,2750.17990016117,596.951602413907,0.8684974249340804,404,3304,90,0.0,13.1452819995937,4.885895674483136
9,2512.4947607594627,654.6367418156036,0.8684974249340804,417,3279,132,0.0,15.199897772090937,4.841185803936621
10,2769.0810965797214,897.616157282887,1.3027461374011207,403,3377,28,0.0,11.238112281452024,4.9984838092048935
11,2746.991781008488,1011.7054728541306,1.3027461374011207,394,3366,0,0.0,15.149153383785054,5.549423986997983
12,2601.774330257498,1084.922923605107,1.3027461374011207,353,3399,16,0.0,16.905044834700618,5.028557509174419
13,2468.514172896599,1131.0515783909423,0.4342487124670402,344,3404,37,0.0,19.821369595663793,4.416005959539408
14,2462.42815160785,1264.9204753234599,0.6513730687005603,329,3435,9,0.0,19.670470391432815,4.687812357783412
15,2504.729645069797,1278.1847331490471,1.0856217811676006,325,3459,0,0.0,20.84797785267509,6.529143410509441
16,2465.110179016997,1353.8041992018498,1.0856217811676006,321,3499,0,0.0,26.738646077894483,5.016196989382953
17,2417.3679282697385,1349.947097480928,8.6849742493408,313,3531,17,0.0,25.035822869820958,4.545673007217514
18,2389.5401586445323,1422.8604888872997,7.599352468173204,303,3517,0,0.6513730687005603,29.8480487915725,3.992164651375893
19,2413.0149256804807,1479.3857218513588,7.599352468173204,298,3602,0,0.4342487124670402,25.89434254056003,3.7947960908041427
20,2403.170095957432,1449.8819246431124,6.9479793994726435,302,3558,0,0.0,19.84394733379789,4.4474341424634565
21,2414.812615728921,1402.2394048716214,6.9479793994726435,285,3591,13,0.4342487124670402,18.72841546922582,4.636994183724859
22,2450.3026582108996,1431.834984170819,5.862357618305043,265,3623,0,0.0,23.9352300565299,5.290773521533065
23,2452.5586665085475,1398.2303489418696,5.210984549604483,243,3613,0,0.2171243562335201,29.938426691278575,6.022570583363702
24,2480.397569899923,1378.8256942629514,4.776735837137442,231,3633,0,0.2171243562335201,31.22795519040696,6.742629857641576
25,2433.080050953358,1402.3603375657533,4.559611480903922,225,3615,0,0.0,29.13400909172914,6.453918088348525
26,2347.7308072370192,1419.9267056383094,4.342487124670402,196,3576,0,0.0,34.41792354643237,6.543570372236356
27,2281.4904735952196,1454.384163636328,4.125362768436882,197,3543,0,0.2171243562335201,39.34012265156368,7.4311900810356
28,2287.827416396894,1516.69859390337,3.4739896997363218,236,3572,0,0.0,37.917752537278815,9.609195415624622
29,2269.9052623966895,1542.8378722598186,3.2568653435028017,279,3537,0,0.2171243562335201,43.671792079071814,10.10883222303773
30,2240.7889980276705,1545.9082558349432,1.3027461374011207,293,3495,0,0.0,45.69586122633853,7.8637182636924035
31,2186.715167093398,1544.1992111254442,1.0856217811676006,272,3460,0,0.8684974249340804,63.00526108205779,8.32282149712343
32,2210.104329112528,1608.158676037612,1.7369948498681609,276,3544,0,0.0,65.99025713089341,8.302638727527253
33,2162.004204086666,1608.9101741321736,1.0856217811676006,284,3488,0,0.0,87.44471991326297,8.97579783218182
34,2137.228332914357,1626.3374183731817,0.4342487124670402,271,3493,0,0.2171243562335201,87.53968368355106,8.129384049752774
35,2146.76177447937,1636.0632960005858,29.174929520058715,285,3527,0,0.0,75.89096964494156,10.553770648427232
36,2126.6866819231077,1613.5500158702066,71.76330220669027,292,3548,7,0.0,76.84506441503281,12.151296851715422
37,2109.1311076345924,1581.3463791138922,109.52251325153267,298,3502,0,0.2171243562335201,73.90283176839465,12.992156923772153
38,2104.010197686685,1547.0016454807308,152.98815683259923,276,3528,0,0.0,93.09661623180675,15.455990763260457
39,2104.982835167529,1528.6966670338268,186.3204977986546,250,3570,0,0.671203433828174,99.99269640187612,13.539258749421233
40,2108.93747087812,1504.9802232415204,222.0823058803778,242,3594,0,0.4897871548707136,119.68926064676022,16.14026411316418
41,2101.021030888533,1469.7758835569628,253.2030855545245,229,3595,0,1.1539996919308233,125.52726433708744,18.40889609711784
42,2109.127721865133,1470.5446432862022,260.3276348486808,215,3625,0,2.32603594334196,145.10157857312137,18.38396852835657
43,2107.426756866744,1420.2910981249863,312.28214500828165,205,3635,0,1.165185704407882,182.49101265884045,24.787683589739153
44,2090.7240125111975,1375.3248914841422,329.95109600466753,214,3582,0,2.0755820881146665,195.50742298229525,29.887811299806813
45,2129.3168575646537,1371.8847877002797,358.79835473507023,232,3628,0,3.9619762118494766,273.1370294706394,31.9397354993588
46,2132.315673206017,1338.6968803299535,392.98744646402736,272,3592,0,3.913601055415653,363.91457823933337,33.068894350665595
47,2086.285711402373,1302.081826754869,391.63246184275687,259,3521,0,3.3508316150925572,422.70072789915434,35.9189299948021
48,2097.1171868453703,1302.1887231713652,400.69408998326765,241,3559,0,6.087801878298992,230.54772656161924,29.05504947091059
49,2132.969783514186,1334.8527630100689,396.17745347574925,255,3609,0,5.808634007554517,231.40071567795755,34.14779788235767
0,3129.3721388216245,186.6278611783703,0.0,280,3720,171,0.0,3.569651793275541,2.3583832268456275
